1097689641,Vtc966648253,3,天津,电影《小偷家族》，一句话影评：聚，是一团火；散，却不是满天星。  海报中，6个角色满脸笑容，其乐融融。好似一家人，但他们并非一家人。  每个人，都有背后的故事，故事不仅不美好，还带有苦楚。  每个人，又都有电影里的现实故事，故事也不美好，却能感到乐趣无穷。  然而，爱与被爱，令这家人幸福美满。  但他们是社会的边缘，一群最没有权利，最没有势力的人。  影片平淡如水，冲突内敛，背后的社会问题并不被彰显挖掘，比起韩国电影，直接抨击社会政府等问题，少了冲劲，却更有中华文化的含蓄内蕴。  这也是这部日本影片的独到之处。但略感乏味苦陈。7.0分——达锅影评,3.5,2020-03-20 21:04:10
1097652435,IOa814774613,2,江阴,整挺好整挺好,4.5,2020-03-20 11:17:43
1097590852,ymz_1963,2,上海,好看，人物刻画细腻，还原低层百姓的生活现状,5.0,2020-03-17 15:51:01
1097533079,绿茶与鸡汤,2,惠州,很喜欢的日系风格,5.0,2020-03-15 13:39:18
1097484557,SJM2828,1,内江,不记得了。。,4.0,2020-03-14 13:55:54
1097420286,KBH757139268,1,厦门,很好的一部电影！,5.0,2020-03-12 09:46:07
1097430005,梁铁铁,2,安阳,很好看。很值得。看了好几遍,4.5,2020-03-11 22:57:25
1097391102,CharlesONan.,3,玉溪,是枝裕和拍出了所谓人间烟火气。许久未看过如此纯粹、平淡和写实的电影了，没有丝毫刻意做作和强行煽情，只有来自每个生活琐碎细节上流露出的细腻感情。看似波澜不惊，隐忍克制，实则内里在展现一家人日常生活的过程中早已润物于无声之间，轻易地拨动了每个观众的心弦，他们不似家人却又胜似家人。这是一种蕴于安静深处的力量，正如影片中只闻其声不见其影的烟花，纵使看不到，但仅那一声爆响便足矣。这部电影终究会于某种程度上影响人们的三观，带我们再度定义真善美的含义，摘下以往的有色眼镜，目睹那些掩藏于所谓社会边缘小人物背后灵魂的悸动和人性的光芒。我们什么都没有，只有爱。因为爱的羁绊，我们才得以在这个寒冷的世界上抱团取暖。,5.0,2020-03-11 11:43:28
1097407271,Jtj400146185,2,临沂,好(✪▽✪),4.5,2020-03-11 11:02:24
1097387669,丿丶赵先生66,1,西安,很好看 ，完了在看一遍,5.0,2020-03-10 18:47:28
1097388544,jike你看起来很好吃,2,拉萨,挺良心的一部电影,4.0,2020-03-10 18:46:09
1097332900,pfZ435788742,2,通化,感触颇深，结局不错。,5.0,2020-03-08 23:39:50
1097306333,HGY763359638,3,昆明,温情的一家陌生人，女主人狱中演技绝伦,4.5,2020-03-08 18:17:23
1097286789,来看风景的,1,成都,别人的生活，对我们来说都靠想象...,4.5,2020-03-07 18:32:51
1097279982,琪琪4768,2,长沙,唯一我觉得想看第二遍的电影,5.0,2020-03-07 16:07:56
1097265818,bsW616848394,1,南昌,帮朋友买的，,3.0,2020-03-06 23:23:48
1097257640,黑细胞0,2,乌鲁木齐,很有内涵的电影,5.0,2020-03-06 17:59:55
1097250530,。。。,3,临夏,好看   ……………    很好看的………,5.0,2020-03-06 13:35:28
1097233967,Sunnysun0118,2,成都,经典日式叙述法 平铺直叙 娓娓道来  年龄没到吧领悟得不够深刻。整体温馨有点小感动。,3.0,2020-03-06 00:26:54
1097215747,越帅越懒,1,慈溪,看着看着  被女朋友下手了！我也不知道为什么,3.5,2020-03-05 03:09:03
1097203261,lkc568147959,2,上海,都获奖了能差吗,5.0,2020-03-04 14:16:33
1071138687,清浅时光,1,宜宾,妈呀，这部剧真的值得反复看！！,5.0,2020-03-02 14:45:46
1032837153,suosuo,2,双城,生了孩子就是妈妈了吗？ 孩子是借父母而来，不是为父母而来。,4.0,2020-03-02 12:17:29
1096993278,东哥,4,霸州,文艺片，不仔细品，真看不太懂…… 不过，揭露了很多社会现实！确实是好片子！,4.5,2020-02-16 11:41:49
1096988796,sololan9,3,北京,再不堪的人呀 都有美好的一面,4.0,2020-02-16 02:59:03
1096979231,可樂雪碧飛冰,1,佛山,看了一半看不下去是怎么回事....,2.5,2020-02-14 22:13:39
1096971544,~,3,东莞,也是好看的哦,5.0,2020-02-14 10:34:38
1096954761,Hgl266805880,1,昆山,很感人，印象深刻,4.0,2020-02-12 19:28:50
1096924686,昭昭的老公灬上校灬,3,北京,还可以吧，没有那么差,3.5,2020-02-11 23:09:45
1096891316,yMA753963467,1,洛阳,还可以 剧情比较压抑,3.0,2020-02-05 18:57:40
1096774278,简简单单,1,安阳,还可以吧！！,4.0,2020-01-26 16:43:14
1096226944,_qq6tz1439698787,2,呼和浩特,没太看懂，是我不行,4.0,2020-01-14 13:57:31
1096203686,simplestacey,1,焦作,好看的好看的,5.0,2020-01-13 22:40:27
1096184100,Hsq592333317,1,邢台,挺有内容的，挺深的，需要仔细感受和揣摩人物,4.5,2020-01-13 15:54:27
1051819899,Dionysus777,3,武汉,今年看过最好的电影之一吧，没有过多的陈述铺垫，都在一些细节对话镜头中交待人物关系，没有一句废话没有一个废镜头。一个缺少家庭最基本因素“血缘”的家庭，看起来比世界上任何一家人都温馨，感动。羁绊。,5.0,2020-01-12 10:46:19
1096049989,kjS736546348,2,济南,还不错推荐去看,5.0,2020-01-11 19:16:29
1095870368,ccaigcy,1,黔西南,给八分，剧情朴实感染,4.0,2020-01-09 12:37:24
1095785331,DqK827179962,2,北京,还可以，挺有教育意义,4.0,2020-01-07 19:03:45
1095750806,庄羽菲,1,温岭,好看，刺激，感动。,4.0,2020-01-07 03:25:15
1095456470,灬青青子衿灬,2,烟台,好不错挺好的,5.0,2020-01-03 04:45:03
1095186940,h.n.h.,1,上海,很具现代生活的特点，但如果你深入解读，你会发现这是个很感人的故事,4.5,2019-12-31 22:44:22
1033381386,L,3,广州,我居然带了两包纸巾一点用场也没有，完全get不到点了，看了有点失望了，期待了好久好久好久，唉,2.0,2019-12-28 12:46:27
1094747911,LaW213368117,2,东莞,刚开始我还以为这是一家人，后来才发现不是。奶奶里的戏份不是很多，但是确实这个家庭的联系每个人的纽扣。随着故事的发展，这个不是一家人的家庭比任何一个家庭里的一家人更像一家人。,4.5,2019-12-26 19:14:00
1094697356,关掉思维,1,佛山,有点小感动.....（递纸来我没哭）,5.0,2019-12-25 22:28:54
1094281433,Bump丶,1,郑州,可以不错不错,5.0,2019-12-21 17:59:58
1093950761,c陈大壮,3,郑州,需要用心看的电影  不然都缕不清人物关系 电影拍的还是不错的,4.0,2019-12-18 10:49:08
1093801223,dpo211164301,4,南昌,浪费时间就是浪费生命,2.0,2019-12-15 23:52:13
1093699637,颐芙依,3,柳州,演员演技很好，其他方面感觉都还有空间,4.0,2019-12-15 00:39:35
1093628798,CHEERCHEERCCC,2,宿迁,我帮别人买的？我怎么记得我没看过？,4.0,2019-12-14 17:28:43
1093363515,Siam2501,2,长沙,很好很好很好,5.0,2019-12-10 13:42:26
1093330887,山上有树,1,合肥,会看哭的电影，妈妈抱着女儿说的那段话太感人,5.0,2019-12-10 12:28:21
1093316712,Joj100,2,襄阳,OP**你的,5.0,2019-12-09 16:04:42
1093309662,怎么又没钱啦,3,常熟,演技爆炸！戛纳最佳！,4.5,2019-12-09 11:39:51
1093169817,黄登辉,3,梧州,必看的一部电影,5.0,2019-12-07 22:21:12
1092537581,qQC871919990,2,苏州,就感觉很棒啊，唯一不足是国语版,4.5,2019-11-29 22:28:43
1092450431,馨悦wy,1,郑州,好看，完美，推荐,5.0,2019-11-29 13:28:29
1092446890,花的猫朋友,2,杭州,有时候善恶是生活所迫，并非天生性恶，但终究是不对的，结局很惨，但就是生活本身吧,4.0,2019-11-28 21:31:12
1092412283,Drum,3,赣州,何以为家？有你有我才是家……,3.0,2019-11-27 22:19:05
1092379923,啦啦啦卡1,2,永康,很棒很喜欢，超级喜欢看这种类型的,5.0,2019-11-27 15:20:24
1091426166,柚子🍋Yilia,1,深圳,人与人之间最深的羁绊，从来都不是血缘，是爱。,5.0,2019-11-15 01:07:24
1091383878,平静借钱,1,长沙,很有意义的一部电影啊,5.0,2019-11-14 13:14:13
1091222922,泸河汀,2,成都,很感人，让人想哭，不错,4.5,2019-11-11 12:06:56
1091194648,sUL261990759,2,北京,很好看的，环境也好,5.0,2019-11-11 00:38:30
1091048520,🍵萧香草💬📖,1,北京,还好吧，就是话太多，没有明白事理,3.0,2019-11-09 18:39:28
1090859287,高风亮leon,3,泰州,牛逼，最后妻子的哭戏绝了,5.0,2019-11-07 21:33:28
1090741552,宗介,3,扬州,感觉一般叭，,4.0,2019-11-06 07:22:12
1090729163,冰封夏季123,1,靖江,剧情片 不是太喜欢这个题材,3.0,2019-11-05 21:16:40
1090695340,hRb495263644,1,深圳,日式感動，很多老練的演員，看演技一流！,4.0,2019-11-05 15:13:54
1090567478,WqC529921067,1,惠州,电影蛮感人的,5.0,2019-11-03 22:00:40
1090166855,磊,2,共青城,可能我不太喜欢这种文艺片吧，get不到点子上。,4.0,2019-11-02 09:09:11
1090138912,ynG963289806,2,上海,温暖动人。。,4.5,2019-11-01 23:29:44
1089990704,kQT754599337,1,成都,非常的是枝裕和 爱了,4.5,2019-11-01 13:40:56
1089878030,碧塔海,1,扬州,是枝裕和的片子虽然闷，但还算清新隽永,5.0,2019-10-30 18:43:47
1089869044,海千山千梦野间,1,芜湖县,好看！！！！,5.0,2019-10-30 16:14:13
1089405672,鹿鹿不笑,1,湛江,小人物的命运，天意弄人,4.0,2019-10-27 12:50:58
1089396564,陈潇^^诚宏人力16675610709,1,珠海,说实在的，电影没问题，是我的问题没看太懂，准备有时间再细看一遍,4.0,2019-10-27 12:25:47
1089311481,-葫芦是船长-,1,上海,不太喜欢 觉得不好看,3.0,2019-10-26 23:53:37
1089286404,正义的小骑师,1,深圳,原谅我看不懂，太平淡了，我可能思想境界还是达不到看这部电影的高度，个人觉得平平无奇,2.5,2019-10-26 22:27:03
1054259699,oooYUQINGooo,4,珠海,#小偷家族#  每个国家社会都有基層，先不管故事真实性。但导演绝对拍出了一个十分真实的基層故事。我们看到了他们的可怜而为他们悲哀，但同時又羡慕他们之间存在蓍满满的爱。淡淡的心情在看本作品，時不時会有一股熱流往眼框湧过来。电影落幕後，整理好心情。回到自己的現实世界。,4.5,2019-10-26 06:41:49
1088943661,McT19960323,2,利辛,看完真的很揪心,4.5,2019-10-26 00:06:35
1088582192,想哪去哪儿,3,呼伦贝尔,小制作的电影，还比较感人吧，剧情有自己的小设计，还算不错，日本这类型电影还是比较成熟的,3.5,2019-10-23 18:07:23
1033934344,xiyang839,1,北京,无距离感的电影，极度贴近的体验。,5.0,2019-10-21 07:03:29
1088334595,Vivian阿雅,1,深圳,每个人都在苦苦支撑！生活不易！且行且珍惜！,5.0,2019-10-20 23:14:06
1088177207,susie,1,武汉,看完这部电影，我觉得自己的夏天结束了。是枝裕和这部电影还没出来的时候我就知道他，看过他的书，基本上他的每本书都是一部电影，描写的都是生活，人性。看了直击人的内心深处。他们是一群相互依靠而生活的人，是被人抛弃，被家人伤害的同类，但他们生活在一起就像一家人，最后没有小男孩被警察抓住，这个仲夏夜之梦应该还会一直存在，这里是一个安乐窝，不是亲人胜似亲人。里面充当母亲身份的女子最后为了保全大家，一个人承担了所有，他们有家的回到自己的家，没家的被社会福利院收养。他们还记得，那年夏天，他们一起去了沙滩，一起玩水，奶奶目送他们去海边的距离越来越近，离自己越来越远，说了一句无声的谢谢你们，谢谢你们陪我一段时间,5.0,2019-10-19 22:15:42
1087830840,小毛7590,1,沈阳,太久之前看的，没有全部看懂，还是被小细节感动,3.5,2019-10-18 13:42:32
1087761102,zCt920543828,1,北京,非常不错，演员演技高超，,5.0,2019-10-16 22:00:32
1087693534,我在想你i,1,温岭,还行吧。。。。。,5.0,2019-10-16 05:35:59
1087671793,城市胶囊,3,天津,剧情设定他们就是小偷，再怎么强行洗白我也感动不了，三观别别扭扭的。,3.5,2019-10-16 01:45:48
1087455296,AC爸-Kelvin>.<嘉文仔,1,深圳,辛苦了！辛苦了！,5.0,2019-10-13 11:23:20
1087303341,HJX216788,1,杭州,好看好看好看,5.0,2019-10-12 08:27:18
1087269346,戴眼镜的栗子桑,2,合肥,很好看！很感人，看完感触很大！,5.0,2019-10-11 17:24:37
1033858746,zLb897431440,2,沈阳,强迫症。必须写一下。,5.0,2019-10-11 16:25:12
1087223374,回忆总想哭,4,鞍山,一般般吧，全程也就看亚纪工作那段和夫妻俩下雨独自在家那段，讲述出日本这个国家的精萃！！！,3.5,2019-10-11 07:15:24
1086979711,伊伽贝拉0,1,深圳,具体剧情忘了，就记得这一家都不是坏人。,4.0,2019-10-08 19:02:23
1086838909,涛声依旧,1,丹东,盗亦有道，爱无疆域，很温情,4.0,2019-10-07 20:41:39
1086503710,小梁小梁国家栋梁,1,东莞,一开始没字幕 工作人员冲进来说 你们怎么不告诉我没字幕啊 笑死我了 大家都是很好看 可能是我境界不够 没什么感觉,5.0,2019-10-06 15:12:44
1086420495,LKk688422106,1,太原,温暖，亲情，独特,4.5,2019-10-06 09:28:36
1085248076,長长長箫,2,射阳,社会问题，值得深思。但是我看了想睡觉……emm,3.5,2019-10-02 20:32:32
1085067848,万里逍遥,1,青岛,前半部分有点戎长,4.0,2019-10-02 15:04:12
1085020946,南行YG,1,上海,生活就是，温暖，心碎。,5.0,2019-10-02 13:08:06
1084893295,超能查派Chappie,3,铜陵,最近这些年，已经很少有电影能让我哭了,5.0,2019-10-02 05:15:40
1031894919,信子,4,北京,评论里爱国的小红粉别出来侮辱艺术了，一辈子垃圾玩意,4.5,2019-10-01 15:23:03
1083978642,pJp108186534,1,株洲,还行吧，比较接地气,4.0,2019-09-29 15:19:06
1083809787,肖尧生,1,深圳,还不错，人生百态吧。四肢雨禾的电影,4.0,2019-09-28 16:10:57
1083762084,涧玥,1,大石桥,    会有感情是不需要血缘的影片，故事是悲伤的，也是温暖的。是忧郁的，也是治愈的。,5.0,2019-09-27 20:35:04
1083734806,dulii,1,上海,和好朋友一起去看的，刚开始还没有太看懂剧情啦，后来才慢慢体会到～很好的一部电影～,5.0,2019-09-27 13:48:30
1033927419,sfz88,2,南京,完善的体验，电影院的设施，剧情完美。,5.0,2019-09-21 12:21:40
1083264574,FEm972935391,1,深圳,一部电影的时间内，在信息量很少的情况下，每个人都很立体。  一家人以同样的伤疤结合在一起，最终又无奈分散。  他们的情感缺失，被抛弃，边缘，骨子里的渴望，想要温暖等等，一系列细腻的情感，都找到了合适的爆发点。  这种爆发，是无声的，却又是非常深刻的。,4.5,2019-09-20 18:25:20
1083172081,朱,1,大连,可能自己没理解懂吧，不懂为什么这部电影这么受好评,2.0,2019-09-19 01:57:30
1083050059,旧城吉他谱,3,阜阳,无论是谁～或好或坏～家永远是你最安心的避风港。,5.0,2019-09-17 09:09:08
1082690369,林,1,合肥,会静静的哭泣,5.0,2019-09-14 19:32:02
1082415820,nanasan1,2,晋江市,很好，很喜欢这个题材和剧情,5.0,2019-09-13 22:33:19
1033316277,凡人,1,资阳,略微boring，结局仓促。,4.0,2019-09-13 19:48:45
1081985762,Jtk786378255,2,嘉兴,最后看哭了，喜欢,4.5,2019-09-12 22:15:26
1033229837,风吹大大,1,重庆,都没看懂有啥剧情,5.0,2019-09-12 21:31:22
1081870391,XDD297867950,3,泰安,一开始是想嘲讽这些老师推荐的所谓大导的，结果竟然看到哭了T﹏T。是枝裕和牛逼！,4.5,2019-09-11 20:46:04
1081856582,oSV598729668,2,深圳,一部感人电影,3.5,2019-09-11 13:42:32
1033130199,木昜手石,3,惠州,深刻的电影。用心才能看懂。,4.5,2019-09-10 00:02:22
1038529950,看电影不如看我,4,青岛,看完了有点窒息,4.5,2019-09-09 20:49:11
1081373731,麋鹿少女11,2,重庆,喜欢有的人不是亲人但是更加温暖 和日本无人知晓对比的非常强烈了 还是很感动啦,4.0,2019-09-05 19:50:55
1081330285,七七七。1989,1,长沙,好看啊看啊看,5.0,2019-09-04 15:40:11
1081316345,uzZ888941291,1,郑州,一百分吧，这是我和前女友看过的最后一部电影。,5.0,2019-09-04 11:54:46
1081143967,王玺莫,1,台州,看完心情有点压抑。,4.0,2019-09-01 16:42:19
1081122723,非人哉,1,鞍山,演员演技炸裂，突出了人物形象,4.5,2019-09-01 13:50:42
1081083480,Z小天天,2,上海,个人觉得不错,5.0,2019-08-31 22:56:59
1080987077,Mre954653549,1,义乌,。我在想我要不要给你,5.0,2019-08-31 09:29:10
1080981702,aKD824976101,1,南京,好看  建议去看,5.0,2019-08-31 08:57:19
1080902749,mwc515820159,1,济南,好评。。好评,5.0,2019-08-30 19:45:41
1080894794,勇気,3,宁波,比较文艺了，不太适合我，中途看得快睡着了，不过演员的演技很棒,4.0,2019-08-30 15:20:13
1080843064,居居的北劳斯,3,朝阳,还是挺有感触的,3.5,2019-08-30 08:09:08
1080797618,我是～～,1,武汉,挺好的一部电影……值得回味,4.0,2019-08-29 16:15:03
1080791703,亲，你好，再见,1,咸阳,还行。。。。。,3.5,2019-08-29 16:09:50
1080767450,cg562ri33,5,成都,感人。流泪。。,5.0,2019-08-29 10:53:38
1080744680,ylxcowboy,3,北京,情温沉水默，苟活浅寄生。 但寻伴陪渡，偷知享爱名。 【小偷家族】 ——想看很久的电影，终于在26日默默看完，没怎么看懂。几个社会底层的人互助而活，挣扎求生中洋溢淡淡的欢乐温情，可是为什么叫小偷家族呢？ ——看电影的小偷的名字，都以为是一个关于小偷家庭的故事。今天查看了一下网络的各种解释才明白，他们彼此的关系是“偷”来的，奶奶是“偷”来的，女儿是“偷”来的，儿子是“偷”来的，彼此的爱也是“偷”来的。偷来的几个孤独的人彼此陪伴扶持彼此扶助慰藉的度过艰苦的生活，苦中作乐。 ——这一生感恩你的陪伴，如同不善言辞的奶奶默默地说声：谢谢你们，谢谢。,4.5,2019-08-28 22:57:20
1080522002,Alice_cndl,1,大连,感觉有点无聊了…,3.0,2019-08-26 19:33:47
1080143520,CHENJACKYEE,1,盖州,非常细腻 角度独特,5.0,2019-08-24 17:11:57
1080032842,两个鱼排不加糖,2,大庆,温情的电影，赞,5.0,2019-08-24 08:20:04
1079762330,meredith李一明,1,北京,一部需要你静心去看的影片。日本人的思想真的很奇怪,3.5,2019-08-22 16:36:56
1079578001,吱吱猪,2,耒阳,看完之后不记得电影内容,2.5,2019-08-21 01:25:37
1079254811,。。。,3,景德镇,人生就是一次次幸福的相聚，夹杂着一次次伤感的别离。我不是在最美好的时光遇见了你们，而是遇见了你们，我才有了这段最好的时光,4.0,2019-08-18 20:47:16
1079026810,iZf435983966,2,芜湖,一直很喜欢日系电影，深刻,4.5,2019-08-17 19:48:12
1078893440,陈唯尼,1,武汉,很好看！！！很有深度,5.0,2019-08-17 10:15:41
1078797340,UnL129643779,1,泊头市,平静有力量，很好看很好看很好看,5.0,2019-08-16 20:36:46
1078489992,mazhongjie,2,大连,看过的电影不少 能让我记住的不多 可能让我印象深刻的称之为经典的应该算凤毛麟角 小偷家族算一部。,5.0,2019-08-15 12:36:28
1078236738,GDJM818,2,汉中,感动了 导演导的好啊,5.0,2019-08-13 18:25:25
1033052060,旅者,5,贵阳,完美的展现了人性的灰度。,5.0,2019-08-13 02:15:23
1077699411,輕緢淡寫,2,武汉,味道不错，环境可以比较有意思。,5.0,2019-08-11 14:04:20
1077636114,李大仁,4,成都,城市某个角落住着一家五口，偷盗是他们的职业，温柔是他们的颜色。细腻的感情被扎实的剧本和演员的演技温暖演绎。无处不在的细节让人感触颇深。大陆真的不是缺钱或者没有好剧本，实在是演员太差了，与日韩没得比。十分给这部电影没毛病。,5.0,2019-08-11 10:44:42
1077513022,GlD855867762,1,洛阳,说实话有点感人,5.0,2019-08-10 20:14:54
1076933987,iBv688869904,1,郑州,无聊，看不懂,0.0,2019-08-09 13:32:46
1076537876,FkU177578649,1,苏州,挑战人性！直面人性 ！值得我国电影学习,5.0,2019-08-07 23:23:46
1076344246,赵林瑞953,2,上海,预报8896,5.0,2019-08-07 15:06:55
1076084193,bxmuliniao,3,本溪,很真实，一部写实作品！,3.5,2019-08-06 13:28:00
1075778906,_qqxvt1333264660,2,哈尔滨,低欲望的当今日本光明面存在于社会边缘的人性,4.5,2019-08-05 10:46:22
1033264199,卅,1,河源,有感情温度的电影,5.0,2019-08-04 16:34:17
1075468803,我叫陈三石,2,北京,淡淡忧伤，拍的很克制。,5.0,2019-08-04 12:51:11
1075175126,37mao,1,南京,不是娱乐片，静下来体会不同的人生,5.0,2019-08-03 15:24:34
1075111762,谷谷曾许诺,1,长沙,温暖和感动，亲人之所以为亲人,5.0,2019-08-03 11:59:56
1075060421,漫步云端9843,3,沭阳,第一次是枝裕和的电影，很有感触，准备补一下他其他的电影,5.0,2019-08-03 08:46:43
1074746869,吃货本尊阿,2,深圳,这个有点没看懂，一般般,5.0,2019-08-02 12:19:42
1074782261,糖糖YM,1,江阴,还可以蛮好的,4.0,2019-08-02 11:51:50
1074528905,oLp810090396,1,北京,太清淡，不喜欢,3.0,2019-08-01 15:52:47
1049754319,qqq哟,1,南充,哈hhhhh,5.0,2019-07-31 20:38:33
1074160242,醉丶佳人,1,银川,好看，真的很好看,5.0,2019-07-30 23:19:45
1074076881,Lfg948587846,2,武汉,超治愈，很感人，后面一直在哭,5.0,2019-07-30 20:19:51
1073952648,IJR591182501,1,贵阳,很感动的一部电影,5.0,2019-07-30 10:11:23
1073807612,相见时难别亦难,4,上海,当被生活所迫，即便无血缘关系，也可以快乐生活在一起。,5.0,2019-07-29 16:23:05
1073745821,期待改变成电视剧,4,上海,日本电影细腻到位,5.0,2019-07-29 11:43:11
1073611971,rayl_112,3,重庆,是枝裕和 🐂🍺,5.0,2019-07-28 21:37:36
1073549361,tree20,4,广州,好看。有时候人和人之间的亲情感比血缘关系还要感人。,4.5,2019-07-28 17:48:30
1033568442,顾顾顾顾顾小瑞,1,临沂,有生之年系列,5.0,2019-07-28 10:52:22
1073407806,禾508,1,肥东县,电影好看，影院价格也亲民。,5.0,2019-07-28 10:14:38
1073389850,川奈亚子.,2,济宁,家庭上的事情吧，，没咋看懂,3.5,2019-07-28 08:40:40
1073388078,moukinkin33333m,1,长春,日本这种氛围的电影我还是算喜欢的，演员感觉都很好，尤其记忆深刻的奶奶最后的一句谢谢,4.0,2019-07-28 07:44:58
1073295608,tMS266631459,1,苏州,好看，看哭了。,5.0,2019-07-27 20:07:17
1072892785,苏荷deer,2,上海,怎么说呢，可能我太浮躁了,3.5,2019-07-26 00:16:37
1072746568,lt19900208,1,包头,很好看很好看,5.0,2019-07-24 15:24:29
1072738553,VoZ582366824,2,东莞,好看好看好看,5.0,2019-07-24 14:09:36
1033841943,徕念子,2,渭南,有些剧情介绍的太过于细枝末节。琐碎到发现不了，以至于看完整个电影之后，你会发出“这就完了？”的感叹，甚至你都看不懂这部电影在讲什么。电影进度很慢，但是里面对于人间烟火的场面，镜头给的很好。突出了家人之间的温馨与甜蜜的感觉。,3.5,2019-07-23 16:30:20
1072620504,HGRrui,1,广州,hhjjjjjhh,3.5,2019-07-23 10:35:15
1072517884,李钦琳977,3,岳阳,获奖作品确实是获奖作品啦，作者想和我们讨论什么我也大概清楚。只是说真的，不太适合去影院看，适合一个人躲在房间打开电脑抱着抽纸看。,3.0,2019-07-22 12:00:24
1072453859,萧永树,2,临沂,有种名不符实的观影感受,3.5,2019-07-22 00:20:51
1072238238,cWx926627407,3,深圳,但是吧，其实没太懂就是,4.0,2019-07-20 18:36:16
1072027385,异乡人,3,重庆,其实没什么感受。,4.0,2019-07-19 11:59:53
1032580411,每哒,2,合肥,好 片 无 需 多 言,4.5,2019-07-19 11:52:48
1071830507,NLd750619304,2,上海,话不多说，直接吹爆！,5.0,2019-07-17 20:40:30
1071792113,hjhwwj,4,北京,看的心里难受。,4.5,2019-07-17 13:14:52
1071633526,制片人许刚,3,北京,日本电影严重进步了，比中国文化更自信,5.0,2019-07-15 20:45:26
1071602019,薯条鸡翅,1,永康,好看。。。。,4.5,2019-07-15 15:21:05
1071578809,不破爱花,1,重庆,还行，物价相匹,4.0,2019-07-15 12:02:47
1071542304,ljZ592506198,1,沈阳,很好！二刷了,4.5,2019-07-14 22:58:42
1071384981,kikilo7,2,成都,完美🉑🉑🉑🉑🉑🉑,5.0,2019-07-14 09:23:24
1032809143,冷不冷不冷warm,4,北京,大爱是枝裕和！！！,5.0,2019-07-14 03:01:06
1071359455,CQO904122731,3,北京,平凡，温馨，有深意，超预期…,4.0,2019-07-13 22:31:45
1071200956,TrueorFalse2333,1,盐城,时间过去太久了，去年暑假看的了，当时随便选的，但是意外地好看，生活不易，众生皆苦，只记得眼泪不断模糊我的眼。,4.0,2019-07-13 11:28:56
1071220832,HK-UMP9,2,遵义,很不错的电影,5.0,2019-07-13 10:17:03
1071220724,Dracula苏,2,深圳,亲情的温暖，也可以在陌生人之间产生。,5.0,2019-07-13 10:11:37
1071096766,指尖电影,4,北京,神作呀，厉害,5.0,2019-07-12 16:30:13
1071066492,limhonye26,1,江阴,111111,3.5,2019-07-12 09:26:52
